DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;DPTO;AREA;DSI;FEX_C
146222;1;1;1;70;81;81;1;7,59043141597366
146222;1;2;1;70;81;81;1;7,59043141597366
146236;1;2;1;70;81;81;1;7,59043141597366
146288;1;2;1;70;95;95;1;6,86910599541075
146390;1;4;1;70;85;85;1;15,2613934518807
146393;1;1;1;70;81;81;1;7,59043141597366
146393;1;2;1;70;81;81;1;7,59043141597366
146653;1;1;1;70;97;97;1;1,58966084554411
146671;1;2;1;70;86;86;1;10,0486544997235
146672;1;1;1;70;85;85;1;21,2476337145245
146672;1;6;1;70;85;85;1;21,2476337145245
146674;1;2;1;70;85;85;1;22,7767984774985
146692;1;1;1;70;86;86;1;13,8196806379951
146805;1;1;1;70;86;86;1;13,1409053532614
146921;1;2;1;70;97;97;1;1,58966084554411
147052;1;1;1;70;95;95;1;50,449304106152
147159;1;2;1;70;81;81;1;7,59043141597366
147182;1;3;1;70;81;81;1;7,59043141597366
147206;1;1;1;70;81;81;1;7,59043141597366
147206;1;4;1;70;81;81;1;7,59043141597366
147316;1;1;1;70;91;91;1;3,87232836503527
147394;1;5;1;70;95;95;1;5,79877058691403
147432;1;4;1;70;99;99;1;4,14617670680423
147485;1;4;1;70;81;81;1;20,7226129290748
147720;1;2;1;70;97;97;1;2,93944344083913
147774;1;3;1;70;81;81;1;16,1544860467928
147774;1;6;1;70;81;81;1;16,1544860467928
147815;1;2;1;70;86;86;1;7,26620748450743
147862;1;1;1;70;86;86;1;9,98892954117097
147879;1;2;1;70;86;86;1;7,06796550489517
147971;1;2;1;70;86;86;1;8,77765009138621
148019;1;5;1;70;97;97;1;1,89475311744086
148072;1;5;1;70;97;97;1;1,58966084554411
148139;1;5;1;70;97;97;1;6,35864338217645
148142;1;1;1;70;94;94;1;1,24897003745308
148177;1;5;1;70;97;97;1;1,58966084554411
148243;1;1;1;70;95;95;1;50,449304106152
148291;1;3;1;70;95;95;1;5,79877058691403
148693;1;2;1;70;81;81;1;30,3617256638947
148805;1;1;1;70;81;81;1;16,7758841782703
148926;1;1;1;70;94;94;1;2,49781303383847
149017;1;1;1;70;86;86;1;9,10176231529496
149023;1;1;1;70;86;86;1;5,71800284571005
149036;1;1;1;70;81;81;1;28,0809381053192
149036;1;2;1;70;81;81;1;28,0809381053192
149079;1;1;1;70;81;81;1;30,3617256638947
149190;1;3;1;70;97;97;1;1,58966084554411
149410;1;1;1;70;81;81;1;22,0934394937186
149410;1;4;1;70;81;81;1;22,0934394937186
149410;1;7;1;70;81;81;1;22,0934394937186
149537;1;1;1;70;99;99;1;3,28483971745498
149572;1;3;1;70;81;81;1;7,59043141597366
149639;1;1;1;70;99;99;1;1,89549502356952
149723;1;1;1;70;81;81;1;7,59043141597366
149852;1;3;1;70;86;86;1;7,95513273077118
149910;1;1;1;70;95;95;1;12,6288073336026
149966;1;3;1;70;85;85;1;18,0815113525847
150002;1;1;1;70;95;95;1;5,79877058691403
150021;1;1;1;70;81;81;1;10,1164306669455
150021;1;2;1;70;81;81;1;10,1164306669455
150040;1;1;1;70;81;81;1;9,24226683507712
150071;1;1;1;70;95;95;1;5,79877058691403
150096;1;1;1;70;81;81;1;30,3617256638947
150096;1;2;1;70;81;81;1;30,3617256638947
150169;1;1;1;70;86;86;1;9,10176231529496
150197;1;1;1;70;86;86;1;8,48763689582223
150219;1;2;1;70;86;86;1;12,8292707539007
150333;1;2;1;70;85;85;1;29,2071286400163
150497;1;2;1;70;81;81;1;7,59043141597366
150574;1;3;1;70;85;85;1;24,6981540575197
150618;1;2;1;70;97;97;1;1,58966084554411
150652;1;1;1;70;91;91;1;6,68397700704497
150652;1;3;1;70;91;91;1;6,68397700704497
150655;1;2;1;70;85;85;1;26,5724080217388
150658;1;2;1;70;91;91;1;5,75648007569054
150703;1;1;1;70;85;85;1;22,9828327773129
150779;1;2;1;70;94;94;1;2,42460980226748
150812;1;2;1;70;94;94;1;2,31300157042258
150925;1;1;1;70;86;86;1;10,3905045954446
151027;1;3;1;70;99;99;1;1,89549502356952
151027;1;4;1;70;99;99;1;1,89549502356952
151098;1;1;1;70;99;99;1;1,89549502356952
151098;1;2;1;70;99;99;1;1,89549502356952
151253;1;1;1;70;94;94;1;3,065417556508
151253;1;2;1;70;94;94;1;3,065417556508
151291;1;2;1;70;97;97;1;1,58966084554411
151327;1;1;1;70;95;95;1;5,79877058691403
151327;1;3;1;70;95;95;1;5,79877058691403
151349;1;4;1;70;97;97;1;1,58966084554411
151349;1;5;1;70;97;97;1;1,58966084554411
151381;1;5;1;70;95;95;1;5,79877058691403
151537;1;2;1;70;95;95;1;5,79877058691403
151574;1;2;1;70;81;81;1;7,59043141597366
151599;1;1;1;70;95;95;1;5,79877058691403
151853;1;3;1;70;81;81;1;7,59043141597366
151880;1;4;1;70;86;86;1;6,52115295425725
151903;1;2;1;70;86;86;1;7,25174865262763
151911;1;1;1;70;86;86;1;7,8904828655102
151911;1;2;1;70;86;86;1;7,8904828655102
151983;1;1;1;70;97;97;1;1,58966084554411
151988;1;2;1;70;81;81;1;7,59043141597366
151988;1;3;1;70;81;81;1;7,59043141597366
151991;1;1;1;70;94;94;1;1,75462797185109
152001;1;1;1;70;94;94;1;1,24897003745308
152001;1;2;1;70;94;94;1;1,24897003745308
152001;1;4;1;70;94;94;1;1,24897003745308
152211;1;2;1;70;99;99;1;6,19953206680115
152358;1;2;1;70;85;85;1;27,2205267464519
152442;1;1;1;70;95;95;1;5,79877058691403
152521;1;2;1;70;86;86;1;10,5936362893226
152581;1;2;1;70;95;95;1;5,79877058691403
152586;1;2;1;70;86;86;1;4,83083561983404
152621;1;1;1;70;86;86;1;7,66778253878103
152649;1;2;1;70;86;86;1;7,75485860933676
152649;1;5;1;70;86;86;1;7,75485860933676
152682;1;1;1;70;97;97;1;5,09057594858886
152682;1;2;1;70;97;97;1;5,09057594858886
152689;1;3;1;70;86;86;1;6,52080112718099
152689;1;4;1;70;86;86;1;6,52080112718099
152698;1;1;1;70;86;86;1;8,82456208483485
152722;1;1;1;70;99;99;1;1,89549502356952
152893;1;3;1;70;85;85;1;23,1543746404479
152905;1;1;1;70;94;94;1;2,0750953695052
153388;1;1;1;70;81;81;1;17,8623684280692
153458;1;4;1;70;91;91;1;7,10832696529848
153464;1;2;1;70;91;91;1;6,04533033975916
153511;1;1;1;70;81;81;1;7,59043141597366
153511;1;5;1;70;81;81;1;7,59043141597366
153808;1;2;1;70;99;99;1;3,01210294481906
153813;1;2;1;70;99;99;1;4,93845436692669
153865;1;3;1;70;95;95;1;5,79877058691403
153967;1;2;1;70;85;85;1;26,8311006391862
154100;1;1;1;70;95;95;1;5,79877058691403
154121;1;1;1;70;81;81;1;7,59043141597366
154139;1;2;1;70;81;81;1;7,59043141597366
154151;1;1;1;70;81;81;1;8,64201229591257
154361;1;2;1;70;91;91;1;5,55511892249327
154381;1;3;1;70;97;97;1;1,58966084554411
154627;1;2;1;70;81;81;1;25,9345648345621
154627;1;3;1;70;81;81;1;25,9345648345621
154767;2;1;2;70;99;99;1;2,19977331105712
154767;2;3;2;70;99;99;1;2,19977331105712
154811;1;2;1;70;81;81;1;7,59043141597366
154848;1;1;1;70;99;99;1;1,89549502356952
154871;1;1;1;70;95;95;1;6,8860400719604
154943;1;1;1;70;99;99;1;3,80438060494152
154943;1;2;1;70;99;99;1;3,80438060494152
154983;1;1;1;70;99;99;1;4,26916333657423
155018;1;1;1;70;94;94;1;1,84071950704501
155417;1;2;1;70;86;86;1;7,53519095818944
155613;1;1;1;70;94;94;1;2,49781303383847
155637;1;3;1;70;99;99;1;1,89549502356952
155992;1;2;1;70;81;81;1;30,3617256638947
155992;1;5;1;70;81;81;1;30,3617256638947
156065;1;1;1;70;81;81;1;30,3617256638947
156174;1;3;1;70;86;86;1;10,3966505163526
156204;1;3;1;70;81;81;1;7,59043141597366
156204;1;4;1;70;81;81;1;7,59043141597366
156250;1;1;1;70;97;97;1;2,53405217341098
156250;1;2;1;70;97;97;1;2,53405217341098
156250;1;5;1;70;97;97;1;2,53405217341098
156497;1;1;1;70;85;85;1;26,776436846578
156628;1;3;1;70;81;81;1;7,59043141597366
156628;1;4;1;70;81;81;1;7,59043141597366
156628;1;7;1;70;81;81;1;7,59043141597366
156628;1;8;1;70;81;81;1;7,59043141597366
156784;1;2;1;70;86;86;1;8,36344594087206
156784;1;3;1;70;86;86;1;8,36344594087206
156950;1;1;1;70;81;81;1;7,59043141597366
157029;1;1;1;70;91;91;1;6,48751255262019
157049;1;4;1;70;91;91;1;4,83728722183656
157059;1;1;1;70;86;86;1;10,0260328084387
157065;1;1;1;70;99;99;1;2,00539025440272
157161;1;1;1;70;85;85;1;22,0975737125311
157350;1;1;1;70;81;81;1;30,3617256638947
157350;1;4;1;70;81;81;1;30,3617256638947
157353;2;2;2;70;81;81;1;30,3617256638947
157396;1;1;1;70;86;86;1;11,2787008448178
157413;1;2;1;70;86;86;1;10,4677653681397
157507;1;1;1;70;81;81;1;7,59043141597366
157703;1;2;1;70;99;99;1;2,25248708444737
157719;1;1;1;70;81;81;1;9,87601628619703
157719;1;2;1;70;81;81;1;9,87601628619703
157855;1;1;1;70;85;85;1;19,5470831136001
158204;1;1;1;70;85;85;1;19,5470831136001
158240;1;1;1;70;85;85;1;16,5525026147952
158420;1;1;1;70;97;97;1;3,77429849539839
158590;1;2;1;70;95;95;1;50,449304106152
158656;1;1;1;70;85;85;1;30,8958886691285
158660;1;2;1;70;81;81;1;7,59043141597366
158671;1;3;1;70;85;85;1;28,6719910422308
158688;1;1;1;70;81;81;1;7,59043141597366
158770;1;4;1;70;81;81;1;7,59043141597366
158862;1;1;1;70;81;81;1;30,3617256638947
158862;1;3;1;70;81;81;1;30,3617256638947
158863;1;2;1;70;95;95;1;5,79877058691403
158867;1;1;1;70;85;85;1;19,5470831136001
158921;1;3;1;70;97;97;1;2,5230879315336
158921;1;4;1;70;97;97;1;2,5230879315336
158921;1;6;1;70;97;97;1;2,5230879315336
158946;1;2;1;70;97;97;1;1,58966084554411
158946;1;5;1;70;97;97;1;1,58966084554411
158989;1;1;1;70;99;99;1;2,71697710088606
158989;1;5;1;70;99;99;1;2,71697710088606
159022;1;1;1;70;81;81;1;9,24226683507712
159041;1;2;1;70;99;99;1;3,1394640163879
159058;1;3;1;70;81;81;1;7,59043141597366
159259;1;3;1;70;91;91;1;3,36662871538087
159307;1;1;1;70;94;94;1;2,93055097414413
159328;1;2;1;70;85;85;1;30,8720767259886
159340;1;1;1;70;91;91;1;5,61267630400521
159556;1;4;1;70;86;86;1;7,99024889591385
159582;1;6;1;70;86;86;1;7,77769853071471
159586;1;1;1;70;99;99;1;2,00539025440272
159599;1;2;1;70;86;86;1;4,49391043082142
159610;1;2;1;70;95;95;1;50,449304106152
159624;1;2;1;70;97;97;1;1,58966084554411
159778;1;1;1;70;94;94;1;1,73380747726272
159778;1;2;1;70;94;94;1;1,73380747726272
159778;1;3;1;70;94;94;1;1,73380747726272
159778;1;5;1;70;94;94;1;1,73380747726272
159779;1;4;1;70;97;97;1;3,85032962660145
159910;1;1;1;70;97;97;1;6,35864338217645
160108;1;3;1;70;85;85;1;26,2075447794691
160220;1;1;1;70;86;86;1;8,50011452037027
160236;1;1;1;70;95;95;1;5,79877058691403
160691;1;2;1;70;85;85;1;20,4959182193364
160921;1;3;1;70;97;97;1;6,35864338217645
160959;1;2;1;70;91;91;1;5,75648007569054
161211;1;1;1;70;86;86;1;7,8760240336304
161355;1;1;1;70;94;94;1;2,49781303383847
161356;1;3;1;70;95;95;1;5,79877058691403
161373;1;2;1;70;99;99;1;4,50695133542121
161400;1;1;1;70;99;99;1;6,34587166512427
161497;1;2;1;70;81;81;1;7,59043141597366
161497;2;1;2;70;81;81;1;7,59043141597366
161497;3;1;3;70;81;81;1;7,59043141597366
161497;3;2;3;70;81;81;1;7,59043141597366
161545;1;3;1;70;81;81;1;14,3475017325948
161562;1;2;1;70;99;99;1;4,3099241710491
5106404;1;1;1;70;81;81;1;30,3617256638947
5106404;1;6;1;70;81;81;1;30,3617256638947
5106406;1;2;1;70;81;81;1;18,0411073329529
5106411;1;2;1;70;81;81;1;7,59043141597366
5106418;1;2;1;70;81;81;1;25,5851576982869
5106419;1;2;1;70;81;81;1;7,59043141597366
5106420;1;2;1;70;81;81;1;7,59043141597366
5106420;1;4;1;70;81;81;1;7,59043141597366
5106422;1;2;1;70;81;81;1;12,8080118351528
5106423;1;1;1;70;81;81;1;7,59043141597366
5106425;1;2;1;70;85;85;1;24,4951078879607
5106426;1;2;1;70;85;85;1;12,930440408665
5106433;1;2;1;70;86;86;1;8,82456208483485
5106434;1;2;1;70;86;86;1;8,27759908790399
5106434;1;4;1;70;86;86;1;8,27759908790399
5106435;1;3;1;70;86;86;1;10,7871547430097
5106442;1;3;1;70;94;94;1;1,24897003745308
5106446;1;2;1;70;99;99;1;3,17585040906393
5106447;1;4;1;70;99;99;1;1,89549502356952
5109184;1;6;1;70;85;85;1;32,1381161368626
5109191;1;1;1;70;85;85;1;17,168134377804
5109211;1;1;1;70;86;86;1;6,32946526160895
5109220;1;2;1;70;86;86;1;7,66778253878103
5109228;1;1;1;70;86;86;1;9,10176231529496
5109230;1;1;1;70;94;94;1;3,14697436966648
5109241;1;2;1;70;94;94;1;1,24897003745308
5109245;1;1;1;70;94;94;1;2,93055097414413
5109246;1;1;1;70;94;94;1;3,90279365314141
5109266;1;1;1;70;95;95;1;5,79877058691403
5109267;1;2;1;70;95;95;1;5,79877058691403
5109268;1;1;1;70;95;95;1;6,86910599541075
5109268;1;2;1;70;95;95;1;6,86910599541075
5109270;1;3;1;70;95;95;1;5,79877058691403
5109274;1;1;1;70;95;95;1;12,6712833912786
5109290;1;3;1;70;97;97;1;1,58966084554411
5109299;1;6;1;70;97;97;1;1,58966084554411
5109301;1;3;1;70;97;97;1;1,58966084554411
5109307;1;2;1;70;97;97;1;1,58966084554411
5109309;1;1;1;70;97;97;1;1,58966084554411
5109309;1;2;1;70;97;97;1;1,58966084554411
5109314;1;2;1;70;97;97;1;1,58966084554411
5109318;1;2;1;70;97;97;1;1,58966084554411
5109324;1;1;1;70;99;99;1;2,61737201013592
5109328;1;3;1;70;99;99;1;2,32713438262596
5109331;1;2;1;70;99;99;1;3,37287757343604
5110153;1;1;1;70;81;81;1;19,0896990978963
5110156;2;2;2;70;81;81;1;12,7300794625554
5110159;1;2;1;70;81;81;1;8,34441231276689
5110166;1;1;1;70;85;85;1;26,4506037412708
5110168;1;3;1;70;85;85;1;19,718624976735
5110173;1;3;1;70;85;85;1;27,7104508387466
5110181;1;8;1;70;91;91;1;3,27525464019378
5110183;1;3;1;70;91;91;1;3,56814828982318
5110185;1;3;1;70;91;91;1;4,42978376216523
5110193;1;2;1;70;91;91;1;5,67023368551714
5110201;1;3;1;70;91;91;1;6,184237412672
5110225;1;1;1;70;95;95;1;5,79877058691403
5110227;1;1;1;70;95;95;1;12,6288073336026
5110233;1;1;1;70;99;99;1;4,79770273755538
5111320;1;1;1;70;81;81;1;7,59043141597366
5111321;1;1;1;70;81;81;1;7,59043141597366
5111322;1;1;1;70;81;81;1;11,7626375723571
5111324;1;1;1;70;81;81;1;7,59043141597366
5111324;1;4;1;70;81;81;1;7,59043141597366
5111324;1;5;1;70;81;81;1;7,59043141597366
5111331;1;2;1;70;85;85;1;22,7767984774985
5111338;1;1;1;70;86;86;1;13,0936580192569
5111340;1;2;1;70;86;86;1;9,65955706999793
5111341;1;2;1;70;86;86;1;9,32263188098531
5111345;1;1;1;70;86;86;1;6,32946526160895
5111352;1;3;1;70;86;86;1;4,83083561983404
5111359;1;1;1;70;97;97;1;6,35864338217645
5111360;1;1;1;70;97;97;1;5,43778248399636
5111360;1;3;1;70;97;97;1;5,43778248399636
5111363;1;2;1;70;97;97;1;4,98971809514773
5111367;1;1;1;70;97;97;1;6,35864338217645
5111367;1;2;1;70;97;97;1;6,35864338217645
5111369;1;1;1;70;97;97;1;1,58966084554411
5111371;1;2;1;70;97;97;1;1,58966084554411
5111373;1;1;1;70;97;97;1;4,60915354995766
5111373;1;2;1;70;97;97;1;4,60915354995766
5111378;1;1;1;70;99;99;1;6,38663249959914
5111379;1;1;1;70;99;99;1;2,00539025440272
5111380;1;4;1;70;99;99;1;3,03047470799685
5111381;1;1;1;70;99;99;1;3,2455165018672
5113398;1;3;1;70;85;85;1;27,8141866734019
5113398;1;6;1;70;85;85;1;27,8141866734019
5113400;1;1;1;70;85;85;1;20,7577096222298
5113400;1;3;1;70;85;85;1;20,7577096222298
5113401;1;3;1;70;85;85;1;12,5380261711438
5113401;1;4;1;70;85;85;1;12,5380261711438
5113403;1;1;1;70;85;85;1;23,8365201403812
5113423;1;1;1;70;86;86;1;11,3967863978698
5113424;1;1;1;70;86;86;1;6,32946526160895
5113425;1;2;1;70;86;86;1;12,4173952918041
5113430;1;1;1;70;86;86;1;5,85668605511041
5113448;1;6;1;70;91;91;1;4,83489321308307
5113466;1;4;1;70;94;94;1;2,9093990460649
5113469;1;1;1;70;94;94;1;2,83901415243223
5113469;1;2;1;70;94;94;1;2,83901415243223
5113472;1;2;1;70;94;94;1;2,267885119765
5113472;1;7;1;70;94;94;1;2,267885119765
5113475;1;1;1;70;94;94;1;3,16779486425486
5113481;1;1;1;70;94;94;1;2,15677922373137
5113482;1;4;1;70;94;94;1;2,79725554448104
5113502;1;1;1;70;95;95;1;5,79877058691403
5113506;1;1;1;70;95;95;1;5,79877058691403
5113509;1;2;1;70;95;95;1;5,79877058691403
5113514;1;3;1;70;95;95;1;5,79877058691403
5113514;1;5;1;70;95;95;1;5,79877058691403
5113529;1;1;1;70;95;95;1;5,79877058691403
5113544;3;1;3;70;99;99;1;7,58198009427809
5113545;1;5;1;70;99;99;1;1,89549502356952
5113545;1;6;1;70;99;99;1;1,89549502356952
5113546;1;3;1;70;99;99;1;5,35890393828729
5113546;1;4;1;70;99;99;1;5,35890393828729
5113547;1;2;1;70;99;99;1;4,05558773205772
5113547;1;3;1;70;99;99;1;4,05558773205772
5113548;1;1;1;70;99;99;1;1,89549502356952
5113548;1;2;1;70;99;99;1;1,89549502356952
5113549;1;4;1;70;99;99;1;1,89549502356952
5113550;1;1;1;70;99;99;1;3,64063314069664
5114312;1;2;1;70;81;81;1;23,6371741748924
5114314;1;2;1;70;81;81;1;9,79055646056177
5114314;1;3;1;70;81;81;1;9,79055646056177
5114317;1;4;1;70;81;81;1;7,59043141597366
5114321;1;1;1;70;81;81;1;12,5887410467172
5114321;1;2;1;70;81;81;1;12,5887410467172
5114321;1;3;1;70;81;81;1;12,5887410467172
5114326;1;2;1;70;81;81;1;20,18748060371
5114327;1;1;1;70;81;81;1;21,0717200076637
5114328;1;4;1;70;81;81;1;7,59043141597366
5114328;1;5;1;70;81;81;1;7,59043141597366
5114328;1;6;1;70;81;81;1;7,59043141597366
5114329;1;1;1;70;81;81;1;12,0536087213523
5114329;1;2;1;70;81;81;1;12,0536087213523
5114332;1;2;1;70;81;81;1;7,59043141597366
5114342;1;2;1;70;85;85;1;26,4506037412708
5114343;1;2;1;70;85;85;1;19,1029932137262
5114347;1;2;1;70;85;85;1;22,0975737125311
5114349;1;2;1;70;85;85;1;20,8419396415763
5114352;1;1;1;70;86;86;1;8,34204757238165
5114352;2;1;2;70;86;86;1;8,34204757238165
5114354;1;1;1;70;86;86;1;10,6340127017295
5114354;1;4;1;70;86;86;1;10,6340127017295
5114356;1;2;1;70;86;86;1;10,9952113435962
5115519;1;1;1;70;81;81;1;10,4974144176744
5115525;1;2;1;70;81;81;1;20,18748060371
5115535;1;1;1;70;85;85;1;21,6534838126572
5115538;1;2;1;70;85;85;1;26,4506037412708
5115548;1;3;1;70;86;86;1;5,03907711468341
5115550;1;3;1;70;94;94;1;2,42448276119979
5115551;1;1;1;70;94;94;1;2,51044725532602
5115551;1;2;1;70;94;94;1;2,51044725532602
5115555;1;11;1;70;94;94;1;4,06031473296521
5115558;1;1;1;70;94;94;1;2,49781303383847
5115564;1;1;1;70;99;99;1;3,51825327450312
5117494;1;1;1;70;85;85;1;21,2195158045257
5117519;1;2;1;70;86;86;1;9,98217387342368
5117519;1;3;1;70;86;86;1;9,98217387342368
5117527;1;1;1;70;86;86;1;9,22613713910844
5117531;1;2;1;70;86;86;1;8,22740805452282
5117543;1;3;1;70;91;91;1;6,85414670811672
5117548;1;3;1;70;91;91;1;3,98760154930419
5117548;1;4;1;70;91;91;1;3,98760154930419
5117551;1;3;1;70;91;91;1;7,05076958378654
5117557;1;1;1;70;91;91;1;4,60707863873278
5117576;1;1;1;70;94;94;1;1,24897003745308
5117576;1;2;1;70;94;94;1;1,24897003745308
5117579;1;4;1;70;94;94;1;2,23967129778389
5117581;1;1;1;70;94;94;1;2,48534612083759
5117581;1;3;1;70;94;94;1;2,48534612083759
5117582;1;2;1;70;94;94;1;1,75462797185109
5117586;1;1;1;70;94;94;1;3,83764965360356
5117587;1;1;1;70;94;94;1;3,50076944232882
5117587;1;2;1;70;94;94;1;3,50076944232882
5117592;1;2;1;70;95;95;1;5,79877058691403
5117599;1;1;1;70;95;95;1;5,79877058691403
5117599;1;2;1;70;95;95;1;5,79877058691403
5117602;1;3;1;70;95;95;1;5,79877058691403
5117604;1;1;1;70;95;95;1;5,79877058691403
5117608;1;2;1;70;95;95;1;5,79877058691403
5117623;1;2;1;70;97;97;1;2,4913790519905
5117630;1;1;1;70;97;97;1;4,60915354995766
5117636;1;3;1;70;97;97;1;1,58966084554411
5117637;1;1;1;70;97;97;1;1,58966084554411
5117637;1;2;1;70;97;97;1;1,58966084554411
5117639;1;1;1;70;97;97;1;1,58966084554411
5117640;1;1;1;70;99;99;1;6,41803768689985
5117640;1;2;1;70;99;99;1;6,41803768689985
5117640;1;5;1;70;99;99;1;6,41803768689985
5117641;1;2;1;70;99;99;1;2,72135154268489
5117641;1;5;1;70;99;99;1;2,72135154268489
5117642;1;2;1;70;99;99;1;2,75773793536093
5117642;1;4;1;70;99;99;1;2,75773793536093
5117647;1;1;1;70;99;99;1;3,51825327450312
5118899;1;1;1;70;81;81;1;30,3617256638947
5118899;1;3;1;70;81;81;1;30,3617256638947
5118899;2;1;2;70;81;81;1;30,3617256638947
5118901;1;1;1;70;81;81;1;8,64201229591257
5118907;1;3;1;70;85;85;1;30,0608160030846
5118915;1;1;1;70;86;86;1;12,7045605895314
5118916;1;2;1;70;86;86;1;7,33085734976841
5118932;1;1;1;70;97;97;1;1,58966084554411
5118938;1;3;1;70;97;97;1;2,74533155905619
5118941;1;2;1;70;97;97;1;1,58966084554411
5118943;1;2;1;70;97;97;1;1,58966084554411
5118945;1;1;1;70;97;97;1;2,06835316183584
5118946;1;1;1;70;97;97;1;1,58966084554411
5118946;1;2;1;70;97;97;1;1,58966084554411
5118947;1;2;1;70;97;97;1;1,58966084554411
5118956;1;1;1;70;99;99;1;3,2455165018672
5118956;1;2;1;70;99;99;1;3,2455165018672
5120603;1;5;1;70;81;81;1;7,59043141597366
5120617;1;1;1;70;85;85;1;26,1608050835692
5120620;1;1;1;70;85;85;1;22,7767984774985
5120632;1;1;1;70;86;86;1;9,16641218055594
5120633;1;1;1;70;86;86;1;6,32946526160895
5120636;1;1;1;70;86;86;1;8,48763689582223
5120637;1;3;1;70;94;94;1;3,15960859115403
5120639;1;2;1;70;94;94;1;3,22010024988201
5120640;1;1;1;70;94;94;1;1,41359416174399
5120649;1;2;1;70;97;97;1;1,58966084554411
5120650;1;1;1;70;97;97;1;1,76381974784881
5120650;1;2;1;70;97;97;1;1,76381974784881
5120656;1;1;1;70;97;97;1;5,02595331959176
5120657;1;4;1;70;97;97;1;4,98971809514773
5120661;1;3;1;70;97;97;1;6,35864338217645
5120663;1;9;1;70;97;97;1;6,35864338217645
5120672;1;1;1;70;97;97;1;1,58966084554411
5120674;1;1;1;70;97;97;1;2,08598778456235
5120676;1;1;1;70;97;97;1;1,58966084554411
5120676;1;2;1;70;97;97;1;1,58966084554411
5120677;1;1;1;70;97;97;1;1,58966084554411
5120679;1;4;1;70;97;97;1;3,04883258182476
5122755;1;6;1;70;81;81;1;7,59043141597366
5122761;1;2;1;70;81;81;1;11,6726249706234
5122765;1;3;1;70;85;85;1;11,8051572423191
5122777;1;1;1;70;86;86;1;8,77238984412192
5122777;1;3;1;70;86;86;1;8,77238984412192
5122779;1;1;1;70;86;86;1;10,4502295539971
5122781;1;1;1;70;86;86;1;7,40489069390779
5122783;1;2;1;70;86;86;1;10,5936362893226
5122797;1;4;1;70;91;91;1;6,86245078561717
5122808;1;3;1;70;94;94;1;1,24897003745308
5122810;1;2;1;70;94;94;1;1,75475501291879
5122820;1;2;1;70;94;94;1;2,55024546053331
5122824;1;2;1;70;95;95;1;5,79877058691403
5122826;1;2;1;70;95;95;1;5,79877058691403
5122827;1;3;1;70;95;95;1;5,79877058691403
5122828;1;1;1;70;95;95;1;50,449304106152
5122830;1;1;1;70;95;95;1;5,79877058691403
5122832;1;1;1;70;95;95;1;5,79877058691403
5122837;1;2;1;70;97;97;1;1,58966084554411
5122844;1;2;1;70;99;99;1;3,03047470799685
5122845;1;2;1;70;99;99;1;2,52432437831278
5122845;1;3;1;70;99;99;1;2,52432437831278
5122846;1;5;1;70;99;99;1;1,89549502356952
5122848;1;2;1;70;99;99;1;3,97841193444007
5122848;1;3;1;70;99;99;1;3,97841193444007
5122848;1;4;1;70;99;99;1;3,97841193444007
5124420;1;1;1;70;81;81;1;15,9017203464019
5124421;1;5;1;70;81;81;1;13,6552589018257
5124423;2;1;2;70;81;81;1;30,3617256638947
5124425;1;7;1;70;81;81;1;22,8073107239671
5124432;1;1;1;70;81;81;1;30,3617256638947
5124432;1;10;1;70;81;81;1;30,3617256638947
5124440;1;3;1;70;85;85;1;25,7713789763034
5124442;1;3;1;70;85;85;1;25,092154211336
5124444;1;3;1;70;94;94;1;4,0673695814201
5124447;1;1;1;70;95;95;1;5,79877058691403
5124452;2;1;2;70;97;97;1;1,58966084554411
5124452;2;2;2;70;97;97;1;1,58966084554411
5124453;1;2;1;70;97;97;1;4,43097651528159
5124465;1;2;1;70;97;97;1;1,58966084554411
5126695;1;2;1;70;85;85;1;31,2499363371148
5126695;1;6;1;70;85;85;1;31,2499363371148
5126696;1;1;1;70;85;85;1;32,9252897630064
5126696;1;5;1;70;85;85;1;32,9252897630064
5126700;1;2;1;70;85;85;1;29,8227604030251
5126702;1;1;1;70;85;85;1;23,9001131423398
5126712;1;4;1;70;85;85;1;19,1547362713683
5126715;1;2;1;70;85;85;1;11,8051572423191
5126718;1;1;1;70;86;86;1;9,10176231529496
5126722;1;2;1;70;86;86;1;8,4354646551093
5126733;1;2;1;70;99;99;1;4,65232703648829
5129666;1;1;1;70;86;86;1;11,8177287042112
5129668;1;1;1;70;86;86;1;9,50333736956856
5129668;1;2;1;70;86;86;1;9,50333736956856
5129670;1;2;1;70;86;86;1;10,204538859597
5129674;1;1;1;70;91;91;1;5,56816127752117
5129675;1;5;1;70;91;91;1;7,01758178615909
5129678;1;1;1;70;91;91;1;6,05485851686624
5129690;1;1;1;70;94;94;1;2,93055097414413
5129691;1;2;1;70;94;94;1;1,53910277894213
5129694;1;1;1;70;94;94;1;1,24897003745308
5129695;1;2;1;70;94;94;1;4,17062423167752
5129699;1;1;1;70;94;94;1;3,38164458168102
5129699;1;4;1;70;94;94;1;3,38164458168102
5129700;1;1;1;70;94;94;1;1,24897003745308
5129705;1;1;1;70;94;94;1;3,49648880242877
5129710;1;5;1;70;95;95;1;5,79877058691403
5129713;1;2;1;70;95;95;1;5,79877058691403
5129717;1;1;1;70;95;95;1;5,79877058691403
5129718;1;1;1;70;95;95;1;5,79877058691403
5129732;1;1;1;70;97;97;1;4,60915354995766
