DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;DPTO;AREA;INI;FEX_C
5282030;1;3;1;80;94;94;1;4,02208582227587
5282031;1;2;1;80;94;94;1;3,82123683998293
5282033;1;2;1;80;94;94;1;3,14684732859879
5282034;1;2;1;80;94;94;1;3,80889696804973
5282034;1;6;1;80;94;94;1;3,80889696804973
5282035;1;1;1;80;94;94;1;1,3064338782858
5282035;1;2;1;80;94;94;1;1,3064338782858
5282035;1;4;1;80;94;94;1;1,3064338782858
5282035;1;5;1;80;94;94;1;1,3064338782858
5282041;1;3;1;80;94;94;1;1,73393451833041
5282070;1;1;1;80;97;97;1;6,35864338217645
5282070;1;2;1;80;97;97;1;6,35864338217645
5282071;1;2;1;80;97;97;1;6,35864338217645
5282071;1;3;1;80;97;97;1;6,35864338217645
5282071;1;4;1;80;97;97;1;6,35864338217645
5282072;1;2;1;80;97;97;1;6,35864338217645
5282072;1;5;1;80;97;97;1;6,35864338217645
5282076;1;2;1;80;97;97;1;1,58966084554411
5282082;1;1;1;80;97;97;1;3,59612146072233
5282082;1;3;1;80;97;97;1;3,59612146072233
5282084;1;1;1;80;97;97;1;1,58966084554411
5282084;1;3;1;80;97;97;1;1,58966084554411
5282473;1;1;1;80;81;81;1;7,59043141597366
5282474;1;1;1;80;81;81;1;9,62325058580604
5282475;1;1;1;80;81;81;1;7,59043141597366
5282475;1;4;1;80;81;81;1;7,59043141597366
5282476;1;1;1;80;81;81;1;27,9823209795641
5282476;1;3;1;80;81;81;1;27,9823209795641
5282477;1;2;1;80;81;81;1;7,59043141597366
5282537;1;1;1;80;81;81;1;7,59043141597366
5282537;1;2;1;80;81;81;1;7,59043141597366
5282537;1;4;1;80;81;81;1;7,59043141597366
5282538;1;3;1;80;81;81;1;30,3617256638947
5282538;1;4;1;80;81;81;1;30,3617256638947
5282539;1;2;1;80;81;81;1;26,4725791984563
5282539;2;1;2;80;81;81;1;26,4725791984563
5283515;1;1;1;80;85;85;1;21,1573337404807
5283515;1;2;1;80;85;85;1;21,1573337404807
5283515;1;3;1;80;85;85;1;21,1573337404807
5283553;1;2;1;80;97;97;1;1,58966084554411
5283553;1;3;1;80;97;97;1;1,58966084554411
5283554;1;1;1;80;97;97;1;1,58966084554411
5283554;1;2;1;80;97;97;1;1,58966084554411
5283554;1;3;1;80;97;97;1;1,58966084554411
5283554;1;4;1;80;97;97;1;1,58966084554411
5283556;1;2;1;80;97;97;1;1,58966084554411
5283559;1;1;1;80;97;97;1;1,58966084554411
5283559;1;2;1;80;97;97;1;1,58966084554411
5283560;1;2;1;80;97;97;1;1,58966084554411
5283561;1;1;1;80;97;97;1;1,58966084554411
5283562;1;1;1;80;97;97;1;6,35864338217645
5283564;2;3;2;80;97;97;1;2,5653167926255
5283565;1;3;1;80;97;97;1;1,58966084554411
5283565;1;4;1;80;97;97;1;1,58966084554411
5283565;1;6;1;80;97;97;1;1,58966084554411
5283570;1;2;1;80;97;97;1;1,91408142681892
5283572;1;2;1;80;97;97;1;7,65632570727566
5283572;1;3;1;80;97;97;1;7,65632570727566
5283572;1;4;1;80;97;97;1;7,65632570727566
5283572;1;5;1;80;97;97;1;7,65632570727566
5283572;1;6;1;80;97;97;1;7,65632570727566
5283572;1;7;1;80;97;97;1;7,65632570727566
5283573;1;2;1;80;97;97;1;6,04567306597408
5283574;1;2;1;80;97;97;1;7,49983481153021
5283574;1;3;1;80;97;97;1;7,49983481153021
5283575;1;2;1;80;97;97;1;1,91408142681892
5283575;1;5;1;80;97;97;1;1,91408142681892
5283575;1;6;1;80;97;97;1;1,91408142681892
5283575;1;7;1;80;97;97;1;1,91408142681892
5283576;1;3;1;80;97;97;1;1,91408142681892
5283577;1;1;1;80;97;97;1;1,91408142681892
5283577;1;2;1;80;97;97;1;1,91408142681892
5283577;1;3;1;80;97;97;1;1,91408142681892
5283577;1;4;1;80;97;97;1;1,91408142681892
5283578;1;2;1;80;97;97;1;7,65632570727566
5283579;1;2;1;80;97;97;1;7,65632570727566
5283579;1;3;1;80;97;97;1;7,65632570727566
5283579;1;5;1;80;97;97;1;7,65632570727566
5283579;1;6;1;80;97;97;1;7,65632570727566
5283580;1;1;1;80;97;97;1;1,58966084554411
5283580;1;5;1;80;97;97;1;1,58966084554411
5283582;1;3;1;80;97;97;1;2,74533155905619
5283584;1;2;1;80;97;97;1;4,89667552685673
5283584;1;3;1;80;97;97;1;4,89667552685673
5283584;1;4;1;80;97;97;1;4,89667552685673
5283595;1;1;1;80;97;97;1;1,58966084554411
5283800;1;1;1;80;86;86;1;7,25174865262763
5283800;1;2;1;80;86;86;1;7,25174865262763
5283800;1;3;1;80;86;86;1;7,25174865262763
5283801;1;2;1;80;86;86;1;8,4354646551093
5283829;1;2;1;80;81;81;1;7,59043141597366
5283830;1;1;1;80;81;81;1;30,3617256638947
5283830;1;4;1;80;81;81;1;30,3617256638947
5283830;1;7;1;80;81;81;1;30,3617256638947
5283831;1;5;1;80;81;81;1;26,7170978248814
5283831;1;6;1;80;81;81;1;26,7170978248814
5283832;1;2;1;80;95;95;1;12,6712833912786
5283854;1;2;1;80;85;85;1;21,7035735587148
5283855;1;2;1;80;85;85;1;20,6526389689036
5283855;1;3;1;80;85;85;1;20,6526389689036
5283855;1;5;1;80;85;85;1;20,6526389689036
5283864;1;1;1;80;85;85;1;21,1085788130939
5283876;1;1;1;80;85;85;1;26,1608050835692
5283878;1;4;1;80;85;85;1;27,6927345563247
5283879;1;2;1;80;85;85;1;27,0662355042797
5283958;1;1;1;80;86;86;1;8,42115626952243
5283959;1;1;1;80;86;86;1;8,15337471038344
5283959;1;2;1;80;86;86;1;8,15337471038344
5283966;1;2;1;80;95;95;1;5,79877058691403
5283968;1;3;1;80;95;95;1;5,79877058691403
5283968;1;4;1;80;95;95;1;5,79877058691403
5283970;1;2;1;80;95;95;1;5,79877058691403
5283972;1;1;1;80;95;95;1;5,79877058691403
5284029;1;3;1;80;99;99;1;1,89549502356952
5284029;1;4;1;80;99;99;1;1,89549502356952
5284030;1;2;1;80;99;99;1;2,762747711203
5284038;1;2;1;80;99;99;1;3,01210294481906
5284122;1;2;1;80;97;97;1;4,41791888283617
5284122;1;3;1;80;97;97;1;4,41791888283617
5284124;1;2;1;80;97;97;1;5,02098271436226
5284125;1;1;1;80;97;97;1;1,97531059354484
5284125;1;3;1;80;97;97;1;1,97531059354484
5284125;1;4;1;80;97;97;1;1,97531059354484
5284126;1;1;1;80;97;97;1;6,13692184884415
5284126;1;2;1;80;97;97;1;6,13692184884415
5284128;1;1;1;80;97;97;1;1,58966084554411
5284128;1;2;1;80;97;97;1;1,58966084554411
5284128;1;3;1;80;97;97;1;1,58966084554411
5284129;1;2;1;80;97;97;1;1,58966084554411
5284130;1;2;1;80;97;97;1;1,58966084554411
5284130;1;4;1;80;97;97;1;1,58966084554411
5284130;1;5;1;80;97;97;1;1,58966084554411
5284131;1;1;1;80;97;97;1;6,35864338217645
5284136;1;4;1;80;97;97;1;1,58966084554411
5284136;1;5;1;80;97;97;1;1,58966084554411
5284137;1;2;1;80;97;97;1;4,21948566958557
5284138;1;1;1;80;97;97;1;1,58966084554411
5284138;1;2;1;80;97;97;1;1,58966084554411
5284138;1;3;1;80;97;97;1;1,58966084554411
5284138;1;4;1;80;97;97;1;1,58966084554411
5284139;1;3;1;80;97;97;1;1,58966084554411
5284270;1;2;1;80;81;81;1;30,3617256638947
5284271;1;2;1;80;81;81;1;7,59043141597366
5284271;1;3;1;80;81;81;1;7,59043141597366
5284272;1;1;1;80;81;81;1;30,3617256638947
5284276;1;1;1;80;95;95;1;5,79877058691403
5284378;1;1;1;80;81;81;1;7,59043141597366
5284378;1;3;1;80;81;81;1;7,59043141597366
5284378;1;4;1;80;81;81;1;7,59043141597366
5284379;1;3;1;80;81;81;1;30,3617256638947
5284379;1;4;1;80;81;81;1;30,3617256638947
5284380;1;1;1;80;81;81;1;15,5207365956729
5284380;1;2;1;80;81;81;1;15,5207365956729
5284381;1;1;1;80;81;81;1;12,0469798872018
5284381;1;2;1;80;81;81;1;12,0469798872018
5284382;1;3;1;80;81;81;1;21,8090971788738
5284472;1;2;1;80;95;95;1;5,79877058691403
5284473;1;2;1;80;95;95;1;5,79877058691403
5284473;1;5;1;80;95;95;1;5,79877058691403
5284474;1;2;1;80;95;95;1;5,79877058691403
5284476;1;5;1;80;95;95;1;5,79877058691403
5284477;1;2;1;80;95;95;1;5,79877058691403
5284479;1;2;1;80;95;95;1;50,449304106152
5284484;1;1;1;80;95;95;1;5,79877058691403
5284484;1;2;1;80;95;95;1;5,79877058691403
5284489;1;2;1;80;95;95;1;5,79877058691403
5284489;1;3;1;80;95;95;1;5,79877058691403
5284490;1;3;1;80;95;95;1;5,79877058691403
5284490;1;4;1;80;95;95;1;5,79877058691403
5284490;1;5;1;80;95;95;1;5,79877058691403
5284491;1;3;1;80;95;95;1;5,79877058691403
5284491;1;4;1;80;95;95;1;5,79877058691403
5284498;1;3;1;80;95;95;1;5,79877058691403
5284503;1;2;1;80;99;99;1;3,64063314069664
5284504;1;1;1;80;99;99;1;2,23909652664489
5284506;1;1;1;80;99;99;1;1,89549502356952
5284506;1;5;1;80;99;99;1;1,89549502356952
5284506;1;7;1;80;99;99;1;1,89549502356952
5284507;1;2;1;80;99;99;1;2,48854474921323
5284508;1;2;1;80;99;99;1;3,76946040161933
5284512;1;4;1;80;99;99;1;4,50785081419172
5284514;1;1;1;80;99;99;1;1,89549502356952
5284517;1;3;1;80;99;99;1;4,3099241710491
5284517;1;4;1;80;99;99;1;4,3099241710491
5284520;1;7;1;80;99;99;1;1,89549502356952
5284948;1;4;1;80;85;85;1;28,0358182825945
5284948;1;6;1;80;85;85;1;28,0358182825945
5284950;1;1;1;80;85;85;1;17,168134377804
5284953;1;3;1;80;85;85;1;26,8281799042202
5284955;1;2;1;80;85;85;1;33,9377348317054
5284955;1;3;1;80;85;85;1;33,9377348317054
5284956;1;1;1;80;85;85;1;24,6981540575197
5284956;1;3;1;80;85;85;1;24,6981540575197
5284958;1;2;1;80;85;85;1;23,5984645403218
5284960;1;2;1;80;85;85;1;28,8739083362847
5284960;1;4;1;80;85;85;1;28,8739083362847
5284960;1;5;1;80;85;85;1;28,8739083362847
5284960;1;6;1;80;85;85;1;28,8739083362847
5284960;1;7;1;80;85;85;1;28,8739083362847
5284977;1;3;1;80;85;85;1;21,7052268702993
5284977;1;4;1;80;85;85;1;21,7052268702993
5284979;1;2;1;80;85;85;1;23,3924302405073
5284979;1;3;1;80;85;85;1;23,3924302405073
5284985;1;4;1;80;86;86;1;8,42115626952243
5284986;1;1;1;80;86;86;1;10,9354863850437
5285006;1;2;1;80;86;86;1;6,85017359835403
5285008;1;1;1;80;86;86;1;6,66639045062157
5285009;1;1;1;80;86;86;1;8,69363297405739
5285009;1;4;1;80;86;86;1;8,69363297405739
5285009;1;5;1;80;86;86;1;8,69363297405739
5285317;1;1;1;80;94;94;1;2,93055097414413
5285320;1;3;1;80;94;94;1;2,20908460935852
5285322;1;2;1;80;94;94;1;1,24897003745308
5285322;1;4;1;80;94;94;1;1,24897003745308
5285323;1;2;1;80;94;94;1;3,14697436966648
5285325;1;3;1;80;94;94;1;1,24897003745308
5285565;1;3;1;80;91;91;1;3,31039512188329
5285565;1;4;1;80;91;91;1;3,31039512188329
5285565;1;5;1;80;91;91;1;3,31039512188329
5285566;1;1;1;80;97;97;1;1,58966084554411
5285566;1;3;1;80;97;97;1;1,58966084554411
5285568;1;3;1;80;97;97;1;1,58966084554411
5285568;1;4;1;80;97;97;1;1,58966084554411
5285569;1;2;1;80;97;97;1;1,6343630298038
5285569;1;3;1;80;97;97;1;1,6343630298038
5285569;1;4;1;80;97;97;1;1,6343630298038
5285569;1;6;1;80;97;97;1;1,6343630298038
5285571;1;2;1;80;97;97;1;3,77429849539839
5285571;1;3;1;80;97;97;1;3,77429849539839
5285572;1;1;1;80;97;97;1;5,26583156984086
5285573;1;1;1;80;97;97;1;2,74533155905619
5285573;1;2;1;80;97;97;1;2,74533155905619
5285573;1;3;1;80;97;97;1;2,74533155905619
5285575;1;2;1;80;97;97;1;6,35864338217645
5285576;1;1;1;80;97;97;1;6,35864338217645
5285576;1;2;1;80;97;97;1;6,35864338217645
5285576;1;3;1;80;97;97;1;6,35864338217645
5285577;1;4;1;80;97;97;1;1,58966084554411
5285580;1;3;1;80;97;97;1;1,58966084554411
5285581;1;1;1;80;97;97;1;1,58966084554411
5285581;1;2;1;80;97;97;1;1,58966084554411
5285581;1;3;1;80;97;97;1;1,58966084554411
5285581;1;4;1;80;97;97;1;1,58966084554411
5285581;1;5;1;80;97;97;1;1,58966084554411
5285581;1;6;1;80;97;97;1;1,58966084554411
5285582;1;1;1;80;97;97;1;1,58966084554411
5285582;1;3;1;80;97;97;1;1,58966084554411
5285582;1;4;1;80;97;97;1;1,58966084554411
5285583;1;4;1;80;97;97;1;6,35864338217645
5285584;1;3;1;80;97;97;1;1,58966084554411
5285586;1;2;1;80;97;97;1;5,02098271436226
5285587;1;1;1;80;97;97;1;6,07208775979623
5285587;1;2;1;80;97;97;1;6,07208775979623
5285589;1;3;1;80;97;97;1;1,58966084554411
5285589;1;4;1;80;97;97;1;1,58966084554411
5285697;1;1;1;80;97;97;1;1,58966084554411
5285697;1;2;1;80;97;97;1;1,58966084554411
5286803;1;1;1;80;99;99;1;5,28085723236588
5286804;1;2;1;80;99;99;1;4,7280366447521
5286809;1;2;1;80;99;99;1;4,00140776931363
5286810;1;2;1;80;99;99;1;3,44858718169985
5286811;1;2;1;80;99;99;1;5,71734146924668
5286812;1;2;1;80;99;99;1;2,12923630995009
5286812;1;3;1;80;99;99;1;2,12923630995009
5286813;1;2;1;80;99;99;1;5,77740228497886
5286813;1;6;1;80;99;99;1;5,77740228497886
5286813;1;7;1;80;99;99;1;5,77740228497886
5286815;1;1;1;80;99;99;1;1,89549502356952
5287216;1;1;1;80;95;95;1;5,79877058691403
5287221;1;1;1;80;95;95;1;12,6288073336026
5287222;1;6;1;80;95;95;1;5,79877058691403
5287223;1;2;1;80;95;95;1;5,79877058691403
5287226;1;1;1;80;95;95;1;5,79877058691403
5287229;1;2;1;80;95;95;1;50,449304106152
5287230;1;1;1;80;95;95;1;5,79877058691403
5287230;1;2;1;80;95;95;1;5,79877058691403
5287230;1;3;1;80;95;95;1;5,79877058691403
5287234;1;4;1;80;95;95;1;5,79877058691403
5287237;1;2;1;80;95;95;1;5,79877058691403
5288161;1;2;1;80;91;91;1;2,92428808127478
5288161;1;3;1;80;91;91;1;2,92428808127478
5288161;1;4;1;80;91;91;1;2,92428808127478
5288163;1;1;1;80;91;91;1;4,69332502890618
5288163;1;2;1;80;91;91;1;4,69332502890618
5288165;1;2;1;80;91;91;1;5,90028384737588
5288166;1;2;1;80;91;91;1;5,75632165444549
5288171;1;2;1;80;91;91;1;6,42392255083068
5288171;1;6;1;80;91;91;1;6,42392255083068
5288172;1;2;1;80;91;91;1;4,13155020699924
5288172;1;3;1;80;91;91;1;4,13155020699924
5288173;1;2;1;80;91;91;1;5,86669813994191
5288174;1;3;1;80;91;91;1;5,31413944158446
5288175;1;2;1;80;91;91;1;5,11277828838719
5288175;1;3;1;80;91;91;1;5,11277828838719
5288176;1;1;1;80;91;91;1;5,87786694755345
5288177;1;2;1;80;91;91;1;7,18967665669938
5288177;1;3;1;80;91;91;1;7,18967665669938
5288177;1;4;1;80;91;91;1;7,18967665669938
5288179;1;2;1;80;91;91;1;6,14258711629905
5288179;2;1;2;80;91;91;1;6,14258711629905
5288180;1;2;1;80;91;91;1;5,17033566989913
5288180;1;3;1;80;91;91;1;5,17033566989913
5288181;1;2;1;80;91;91;1;4,95851567245442
5288182;1;1;1;80;91;91;1;5,82030956604152
5288184;1;2;1;80;91;91;1;5,22789305141106
5288186;1;1;1;80;91;91;1;8,01891357937742
5288186;1;2;1;80;91;91;1;8,01891357937742
5288186;1;3;1;80;91;91;1;8,01891357937742
5288186;1;4;1;80;91;91;1;8,01891357937742
5288192;1;2;1;80;91;91;1;6,01050191162725
5288193;1;2;1;80;91;91;1;4,5493628359758
5288377;1;3;1;80;81;81;1;7,59043141597366
5288377;1;4;1;80;81;81;1;7,59043141597366
5288378;1;1;1;80;81;81;1;9,62325058580604
5288382;1;3;1;80;81;81;1;7,59043141597366
5288402;1;1;1;80;85;85;1;22,7132054755399
5288426;1;1;1;80;85;85;1;21,1085788130939
5288428;1;3;1;80;85;85;1;19,718624976735
5288446;1;2;1;80;85;85;1;29,7710173453829
5288446;1;3;1;80;85;85;1;29,7710173453829
5288448;1;2;1;80;85;85;1;25,9744925411519
5289079;1;2;1;80;94;94;1;1,24897003745308
5289079;1;3;1;80;94;94;1;1,24897003745308
5289081;1;4;1;80;94;94;1;1,87220439808378
5289084;1;2;1;80;94;94;1;2,80581351849169
5289085;1;2;1;80;94;94;1;1,24897003745308
5289308;1;2;1;80;86;86;1;12,2068261339368
5289308;1;3;1;80;86;86;1;12,2068261339368
5289357;1;3;1;80;86;86;1;7,8904828655102
5289358;1;1;1;80;86;86;1;8,22740805452282
5289358;1;2;1;80;86;86;1;8,22740805452282
5289358;1;3;1;80;86;86;1;8,22740805452282
5289358;1;4;1;80;86;86;1;8,22740805452282
5289379;1;2;1;80;86;86;1;9,32263188098531
5289380;1;3;1;80;86;86;1;7,00331563963419
5289382;1;2;1;80;86;86;1;7,8904828655102
5289382;1;3;1;80;86;86;1;7,8904828655102
5289383;1;2;1;80;86;86;1;9,56306232812106
5289384;1;4;1;80;86;86;1;7,8760240336304
5289386;1;1;1;80;86;86;1;9,37746712527207
5289387;1;4;1;80;86;86;1;8,2920579197838
5289654;1;2;1;80;97;97;1;4,60915354995766
5289655;1;2;1;80;97;97;1;1,58966084554411
5289655;1;6;1;80;97;97;1;1,58966084554411
5289656;1;1;1;80;97;97;1;4,98971809514773
5289656;1;3;1;80;97;97;1;4,98971809514773
5289657;1;3;1;80;97;97;1;3,36890722797024
5289657;1;4;1;80;97;97;1;3,36890722797024
5290031;1;2;1;80;81;81;1;30,3617256638947
5290031;1;3;1;80;81;81;1;30,3617256638947
5290031;1;6;1;80;81;81;1;30,3617256638947
5290031;2;2;2;80;81;81;1;30,3617256638947
5290073;1;1;1;80;81;81;1;9,62325058580604
5290262;1;1;1;80;85;85;1;29,3786705031512
5290262;2;2;2;80;85;85;1;29,3786705031512
5290265;1;3;1;80;85;85;1;25,5333233762439
5290266;1;1;1;80;85;85;1;25,3137858205286
5290266;1;2;1;80;85;85;1;25,3137858205286
5290266;1;3;1;80;85;85;1;25,3137858205286
5290266;1;4;1;80;85;85;1;25,3137858205286
5290267;1;2;1;80;91;91;1;5,75648007569054
5290269;1;3;1;80;91;91;1;3,01053447144818
5290377;1;3;1;80;97;97;1;1,58966084554411
5290411;1;3;1;80;97;97;1;1,58966084554411
5290411;1;4;1;80;97;97;1;1,58966084554411
5290412;1;2;1;80;97;97;1;1,58966084554411
5290412;1;3;1;80;97;97;1;1,58966084554411
5290412;1;4;1;80;97;97;1;1,58966084554411
5290414;1;1;1;80;97;97;1;1,58966084554411
5290414;1;2;1;80;97;97;1;1,58966084554411
5290414;1;3;1;80;97;97;1;1,58966084554411
5290414;1;4;1;80;97;97;1;1,58966084554411
5290414;2;2;2;80;97;97;1;1,58966084554411
5290723;1;3;1;80;81;81;1;8,6353834617621
5290724;1;2;1;80;81;81;1;30,3617256638947
5290843;1;3;1;80;85;85;1;25,7713789763034
5290846;1;2;1;80;85;85;1;13,1049030067659
5290846;1;4;1;80;85;85;1;13,1049030067659
5290848;1;2;1;80;85;85;1;17,168134377804
5290849;1;3;1;80;85;85;1;20,1627148766089
5290850;1;2;1;80;85;85;1;33,493577536542
5290850;1;4;1;80;85;85;1;33,493577536542
5290850;1;5;1;80;85;85;1;33,493577536542
5290851;1;2;1;80;85;85;1;17,168134377804
5291054;1;2;1;80;86;86;1;6,85017359835403
5293613;1;1;1;80;97;97;1;1,58966084554411
5293613;1;3;1;80;97;97;1;1,58966084554411
5293615;1;3;1;80;97;97;1;4,53183436872272
5293616;1;1;1;80;97;97;1;1,58966084554411
5293616;1;2;1;80;97;97;1;1,58966084554411
5293617;1;2;1;80;97;97;1;4,18612765980299
5293617;1;3;1;80;97;97;1;4,18612765980299
5293861;1;1;1;80;81;81;1;7,59043141597366
5293861;1;5;1;80;81;81;1;7,59043141597366
5293862;1;2;1;80;81;81;1;20,18748060371
5293973;1;1;1;80;81;81;1;9,24226683507712
5293973;1;2;1;80;81;81;1;9,24226683507712
5293974;1;3;1;80;81;81;1;7,59043141597366
5294250;1;1;1;80;97;97;1;2,6398806320816
5294250;1;4;1;80;97;97;1;2,6398806320816
5294250;1;6;1;80;97;97;1;2,6398806320816
5294250;1;8;1;80;97;97;1;2,6398806320816
5294250;1;10;1;80;97;97;1;2,6398806320816
5294252;1;1;1;80;97;97;1;2,32256132771495
5294252;1;3;1;80;97;97;1;2,32256132771495
5294252;1;4;1;80;97;97;1;2,32256132771495
5294590;1;4;1;80;85;85;1;22,7132054755399
5294591;1;2;1;80;85;85;1;23,3924302405073
5294591;1;3;1;80;85;85;1;23,3924302405073
5294594;1;2;1;80;85;85;1;17,168134377804
5294596;1;2;1;80;85;85;1;22,9828327773129
5294597;1;3;1;80;85;85;1;25,7713789763034
5294599;1;1;1;80;85;85;1;19,718624976735
5294599;1;2;1;80;85;85;1;19,718624976735
5294600;1;1;1;80;85;85;1;33,8859917740632
5294602;1;2;1;80;85;85;1;24,6480643114621
5294602;1;3;1;80;85;85;1;24,6480643114621
5294689;1;2;1;80;81;81;1;27,7311735189885
5294691;1;2;1;80;81;81;1;17,8623684280692
5294692;1;3;1;80;81;81;1;7,59043141597366
5294693;1;3;1;80;81;81;1;12,5887410467172
5294693;1;4;1;80;81;81;1;12,5887410467172
5294694;1;2;1;80;81;81;1;30,3617256638947
5294953;1;2;1;80;99;99;1;3,37287757343604
5294955;1;3;1;80;99;99;1;2,23420831022186
5294957;1;6;1;80;99;99;1;4,05645864036148
5294959;1;1;1;80;99;99;1;2,90812341227008
5294960;1;1;1;80;99;99;1;1,89549502356952
5294961;1;2;1;80;99;99;1;2,36118367764439
5294963;1;2;1;80;99;99;1;1,89549502356952
5294963;1;3;1;80;99;99;1;1,89549502356952
5294980;1;1;1;80;99;99;1;3,30321148063277
5294980;1;2;1;80;99;99;1;3,30321148063277
5294980;1;3;1;80;99;99;1;3,30321148063277
5294981;1;1;1;80;99;99;1;2,36118367764439
5294981;1;2;1;80;99;99;1;2,36118367764439
5294982;1;2;1;80;99;99;1;7,58198009427809
5294982;1;4;1;80;99;99;1;7,58198009427809
5294984;1;3;1;80;99;99;1;4,12378763550715
5294999;1;2;1;80;99;99;1;5,75312109834623
5294999;1;3;1;80;99;99;1;5,75312109834623
5294999;1;4;1;80;99;99;1;5,75312109834623
5294999;1;5;1;80;99;99;1;5,75312109834623
5295010;1;2;1;80;99;99;1;4,78870422406078
5295016;1;2;1;80;99;99;1;2,08844690500847
5295029;1;1;1;80;99;99;1;4,28839452552938
5295029;1;3;1;80;99;99;1;4,28839452552938
5295032;1;1;1;80;99;99;1;2,0187808122052
5295032;1;3;1;80;99;99;1;2,0187808122052
5295340;1;1;1;80;86;86;1;8,68572842914156
5295341;1;2;1;80;86;86;1;8,82456208483485
5295567;1;1;1;80;94;94;1;3,0688208538975
5295568;1;2;1;80;94;94;1;1,65565396149373
5295569;1;1;1;80;94;94;1;2,31287452935488
5295569;1;2;1;80;94;94;1;2,31287452935488
5295570;1;1;1;80;94;94;1;2,31300157042258
5295570;1;2;1;80;94;94;1;2,31300157042258
5295571;1;3;1;80;94;94;1;1,24897003745308
5295571;1;4;1;80;94;94;1;1,24897003745308
5295573;1;1;1;80;94;94;1;1,88026363011692
5295574;1;2;1;80;94;94;1;2,54999137839793
5295574;1;4;1;80;94;94;1;2,54999137839793
5295580;1;3;1;80;86;86;1;4,81637678795424
5295580;1;4;1;80;86;86;1;4,81637678795424
5295582;1;1;1;80;86;86;1;4,49391043082142
5295583;1;4;1;80;81;81;1;27,1000572654812
5295584;1;3;1;80;81;81;1;7,59043141597366
5295584;1;5;1;80;81;81;1;7,59043141597366
5296359;1;1;1;80;86;86;1;6,85017359835403
5296359;1;2;1;80;86;86;1;6,85017359835403
5296360;1;1;1;80;86;86;1;6,66639045062157
5296858;1;3;1;80;97;97;1;1,58966084554411
5296860;1;1;1;80;97;97;1;1,58966084554411
5296861;1;1;1;80;97;97;1;6,35864338217645
5296861;1;2;1;80;97;97;1;6,35864338217645
5296864;1;1;1;80;97;97;1;1,58966084554411
5296864;1;2;1;80;97;97;1;1,58966084554411
5296864;1;3;1;80;97;97;1;1,58966084554411
5296865;1;3;1;80;97;97;1;2,74533155905619
5296866;1;5;1;80;97;97;1;6,35864338217645
5296904;1;2;1;80;97;97;1;2,4913790519905
5297649;1;1;1;80;86;86;1;7,18709878736665
5297649;1;2;1;80;86;86;1;7,18709878736665
5297650;1;2;1;80;86;86;1;11,2454751176284
5297661;1;1;1;80;95;95;1;5,79877058691403
5297662;1;1;1;80;95;95;1;5,79877058691403
5297667;1;1;1;80;95;95;1;5,79877058691403
5297667;1;4;1;80;95;95;1;5,79877058691403
5297671;1;1;1;80;95;95;1;5,79877058691403
5297686;1;2;1;80;95;95;1;5,79877058691403
5297686;1;3;1;80;95;95;1;5,79877058691403
5297739;1;3;1;80;86;86;1;8,2920579197838
5297739;1;4;1;80;86;86;1;8,2920579197838
5297740;1;1;1;80;86;86;1;8,68572842914156
5297775;1;2;1;80;86;86;1;6,25035656446817
5297777;1;2;1;80;86;86;1;7,55355767649758
5298135;1;2;1;80;91;91;1;5,45469589130459
5298137;1;3;1;80;91;91;1;5,31413944158446
5298141;1;2;1;80;91;91;1;7,60015328119237
5298141;1;4;1;80;91;91;1;7,60015328119237
5298141;1;8;1;80;91;91;1;7,60015328119237
5298144;1;2;1;80;91;91;1;5,5452739028961
5298144;1;3;1;80;91;91;1;5,5452739028961
5298144;1;4;1;80;91;91;1;5,5452739028961
5298152;1;1;1;80;91;91;1;4,60707863873278
5298153;1;3;1;80;91;91;1;7,39103780989665
5298153;1;4;1;80;91;91;1;7,39103780989665
5298154;1;2;1;80;91;91;1;4,42978376216523
5298155;1;2;1;80;91;91;1;3,66050836759057
5298155;1;3;1;80;91;91;1;3,66050836759057
5298160;1;2;1;80;91;91;1;5,61267630400521
5298355;1;3;1;80;85;85;1;16,6012575421819
5298356;1;2;1;80;85;85;1;19,718624976735
5298356;1;3;1;80;85;85;1;19,718624976735
5298357;1;1;1;80;85;85;1;22,0975737125311
5298357;1;2;1;80;85;85;1;22,0975737125311
5298357;1;3;1;80;85;85;1;22,0975737125311
5298360;1;1;1;80;85;85;1;11,8051572423191
5298382;1;3;1;80;81;81;1;7,59043141597366
5298604;1;1;1;80;91;91;1;4,87242770352607
5298604;1;2;1;80;91;91;1;4,87242770352607
5298605;1;2;1;80;91;91;1;4,98201687172975
5298605;1;3;1;80;91;91;1;4,98201687172975
5298605;1;4;1;80;91;91;1;4,98201687172975
5298606;1;5;1;80;91;91;1;3,33344091775341
5298644;1;1;1;80;91;91;1;6,16547449092412
5298645;1;1;1;80;91;91;1;5,60308430820482
5298645;1;3;1;80;91;91;1;5,60308430820482
5298645;1;4;1;80;91;91;1;5,60308430820482
5298646;1;4;1;80;91;91;1;5,96411333772685
5298647;1;2;1;80;91;91;1;3,36662871538087
5298647;1;3;1;80;91;91;1;3,36662871538087
5298709;1;2;1;80;81;81;1;7,59043141597366
5298709;1;3;1;80;81;81;1;7,59043141597366
5298709;1;6;1;80;81;81;1;7,59043141597366
5298712;1;3;1;80;81;81;1;28,0155158338332
5299073;1;4;1;80;97;97;1;1,58966084554411
