DIRECTORIO;AREA;ocupados;sexo;estudia;edad;educación
4927647;50;0;1;0;72;3
4927648;50;0;0;0;37;6
4927648;50;1;1;0;18;5
4927649;50;0;0;1;16;5
4927649;50;0;1;1;14;4
4927650;50;1;0;0;55;6
4927650;50;0;0;0;21;6
4927650;50;1;1;1;19;5
4927650;50;0;0;0;79;6
4927651;50;1;1;0;50;6
4927652;50;0;0;0;49;5
4927652;50;0;1;1;27;6
4927652;50;1;1;0;25;6
4927653;50;1;0;1;22;6
4927653;50;1;1;1;24;6
4927653;50;1;0;0;23;6
4927653;50;0;0;0;24;6
4927653;50;1;1;0;28;5
4927653;50;0;0;0;24;5
4927654;50;0;0;;1;
4927654;50;1;1;0;56;5
4927654;50;0;0;0;57;4
4927655;50;0;0;0;82;3
4927656;50;1;0;1;21;6
4927656;50;0;0;1;18;6
4927657;50;0;1;0;30;5
4927657;50;0;0;0;28;5
4927657;50;1;1;0;60;6
4927658;50;1;0;0;50;6
4927658;50;1;0;1;26;6
4927658;50;0;1;1;20;6
4927658;50;0;0;0;53;3
4927659;50;1;0;0;34;5
4927659;50;1;0;1;16;4
4927660;50;0;1;1;10;3
4927661;50;1;1;0;24;5
4927662;50;0;0;0;22;5
4927662;50;0;1;;1;
4927663;50;0;0;0;29;6
4927663;50;1;1;0;27;6
4927663;50;1;0;0;23;5
4927663;50;0;0;1;20;6
4927664;50;1;1;0;17;4
4927665;50;1;0;0;22;5
4927666;50;1;1;0;26;5
4927667;50;0;0;;0;
4927668;50;1;0;0;60;3
4927669;50;0;1;0;39;5
4927670;50;1;1;0;36;5
4927670;50;1;0;0;26;4
4927671;50;1;1;1;16;4
4927671;50;0;1;1;6;3
4927672;50;1;1;0;47;3
4927673;50;1;0;0;49;4
4927673;50;0;1;1;13;4
4927674;50;0;0;1;18;5
4927674;50;1;1;0;3;1
4927675;50;1;0;0;51;3
4927675;50;1;1;0;52;4
4927675;50;0;1;0;25;4
4927675;50;0;0;0;20;6
4927676;50;1;1;1;13;4
4927676;50;1;0;1;21;6
4927676;50;0;0;0;36;3
4927677;50;1;1;0;49;4
4927677;50;1;1;0;19;3
4927677;50;0;1;1;15;3
4927678;50;1;1;1;14;3
4927679;50;1;0;1;12;3
4927679;50;1;0;0;59;4
4927680;50;1;1;1;21;6
4927680;50;0;1;0;33;5
4927682;50;1;0;0;62;3
4927682;50;1;0;0;34;6
4927682;50;0;0;1;21;6
4927682;50;0;1;1;3;2
4927683;50;1;1;;1;
4927683;50;0;1;1;44;6
4927685;50;1;0;0;40;5
4927686;50;1;1;0;18;5
4927687;50;1;0;1;10;3
4927687;50;1;0;1;48;5
4927688;50;1;1;0;28;4
4927688;50;0;0;0;17;5
4927696;50;0;0;;0;
4927696;50;1;0;1;11;4
4927696;50;1;1;0;76;1
4927696;50;1;0;0;66;3
4927696;50;0;0;0;37;5
4927696;50;0;1;1;19;6
4927697;52;1;0;0;55;4
4927697;52;1;0;0;23;4
4927697;52;1;1;;1;
4927697;52;1;1;0;21;4
4927698;52;1;1;0;71;6
4927698;52;0;0;0;53;5
4927698;52;0;0;1;21;6
4927698;52;1;1;;2;
4927699;52;0;0;0;32;6
4927699;52;0;1;0;43;5
4927699;52;0;0;1;38;6
4927699;52;0;1;1;17;6
4927699;52;1;1;1;11;4
4927700;52;0;1;0;55;3
4927700;52;0;0;0;55;5
4927700;52;0;0;0;22;6
4927700;52;0;1;1;17;5
4927700;52;0;0;1;14;4
4927700;52;1;1;0;49;5
4927700;52;0;0;0;30;6
4927701;52;0;0;0;38;6
4927701;52;1;0;0;48;6
4927702;52;0;1;1;12;4
4927703;52;1;0;0;53;3
4927703;52;0;1;0;25;4
4927703;52;0;1;0;17;3
4927703;52;1;0;0;88;1
4927704;52;1;0;0;38;6
4927704;52;1;1;1;12;3
4927704;52;0;0;1;10;3
4927704;52;0;1;0;59;6
4927705;52;0;1;0;33;5
4927705;52;0;0;0;36;5
4927706;52;1;1;1;18;4
4927706;52;1;0;1;16;4
4927706;52;0;0;0;59;5
4927706;52;1;1;1;26;6
4927707;52;1;1;1;14;4
4927708;52;0;0;0;60;3
4927710;52;1;0;0;59;4
4927711;52;1;1;0;23;6
4927711;52;1;0;0;81;1
4927712;52;1;1;0;38;5
4927712;52;1;0;0;34;5
4927712;52;1;0;1;18;6
4927713;52;1;1;0;16;4
4927713;52;0;0;1;5;2
4927713;52;1;1;0;60;5
4927713;52;0;0;0;59;4
4927713;52;0;0;0;51;4
4927714;52;1;1;0;54;3
4927714;52;1;0;0;26;6
4927714;52;0;0;0;26;6
4927714;52;0;0;0;42;6
4927714;52;0;1;0;83;3
4927715;52;1;0;0;68;3
4927716;52;1;0;0;50;5
4927716;52;1;0;0;26;6
4927716;52;0;1;0;56;4
4927716;52;1;0;0;54;4
4927717;52;1;1;0;39;6
4927717;52;0;0;0;37;6
4927717;52;0;1;1;9;3
4927717;52;0;1;1;5;2
4927717;52;0;0;0;48;3
4927718;52;0;0;1;11;3
4927718;52;1;1;0;57;5
4927718;52;1;1;0;58;3
4927718;52;0;0;0;49;3
4927718;52;0;1;0;27;5
4927719;52;0;1;1;20;6
4927719;52;0;1;0;3;1
4927719;52;0;1;0;72;3
4927719;52;1;0;0;69;3
4927719;52;0;0;0;48;4
4927719;52;1;1;0;45;4
4927719;52;0;0;0;16;5
4927719;52;1;0;0;22;5
4927719;52;1;1;1;4;2
4927719;52;0;0;;0;
4927719;52;0;1;0;59;6
4927719;52;0;0;0;56;6
4927720;52;1;0;0;18;4
4927720;52;0;0;0;77;3
4927720;52;1;1;0;16;4
4927720;52;0;0;1;24;6
4927720;52;1;0;1;22;6
4927721;52;0;1;1;21;6
4927721;52;0;1;0;22;5
4927721;52;0;1;0;47;1
4927721;52;1;0;0;47;5
4927721;52;0;0;0;19;5
4927721;52;0;1;;0;
4927722;52;1;0;0;18;5
4927722;52;0;1;0;29;5
4927722;52;0;0;0;24;6
4927722;52;0;0;0;3;1
4927723;52;1;0;;1;
4927723;52;1;1;0;30;5
4927725;52;1;1;0;23;5
4927725;52;1;1;0;19;5
4927725;52;0;1;0;33;5
4927725;52;0;1;0;31;5
4927726;52;0;0;0;36;4
4927726;52;0;1;0;20;4
4927726;52;0;0;1;18;5
4927726;52;1;0;1;7;3
4927726;52;1;0;0;82;3
4927726;52;0;1;0;49;6
4927727;52;0;0;0;50;6
4927727;52;1;0;1;22;6
4927727;52;0;0;1;19;6
4927727;52;0;1;0;63;4
4927728;52;1;0;0;59;4
4927728;52;0;0;1;17;6
4927729;52;1;1;0;55;5
4927729;52;0;0;0;50;4
4927729;52;1;1;0;24;6
4927730;52;0;1;1;16;5
4927730;52;1;0;0;49;4
4927731;52;1;0;0;67;4
4927734;52;0;1;0;69;4
4927734;52;0;0;0;71;4
4927734;52;0;0;0;60;3
4927734;52;0;0;0;26;5
4927735;52;0;0;1;9;3
4927735;52;1;1;0;33;5
4927736;52;0;0;0;34;5
4927736;52;0;1;1;16;4
4927736;52;0;1;0;61;1
4927736;52;0;0;0;57;3
4927736;52;1;0;0;36;5
4927737;52;1;1;;1;
4927738;52;0;1;0;28;5
4927739;52;1;1;0;34;4
4927740;52;0;0;0;41;4
4927740;52;1;1;0;18;5
4927740;52;1;1;0;28;4
4927741;52;1;0;0;30;5
4927741;52;0;1;0;59;4
4927742;52;1;0;0;44;4
4927742;52;1;1;0;26;6
4927743;52;1;1;0;36;4
4927744;52;0;1;0;35;5
4927744;52;0;1;0;52;3
4927745;52;1;0;0;51;5
4927745;52;1;1;0;26;6
4927745;52;0;0;0;26;6
4927745;52;1;1;0;54;5
4927745;52;1;0;0;48;5
4927745;52;0;0;1;9;3
4927746;52;0;0;1;33;3
4927746;52;1;1;0;84;3
4927746;52;1;0;0;77;1
4927749;52;0;1;0;54;3
4927749;52;1;0;0;66;3
4927750;52;1;1;0;47;5
4927750;52;1;0;0;37;6
4927751;52;1;0;1;10;3
4927751;52;1;0;0;80;5
4927752;52;1;1;0;65;4
4927752;52;1;0;0;66;4
4927752;52;1;0;1;41;6
4927753;52;1;0;1;20;6
4927767;52;1;1;1;5;2
4927767;52;1;1;0;39;6
4927768;54;0;1;0;62;3
4927768;54;1;0;0;61;4
4927768;54;0;1;0;56;6
4927768;54;0;0;0;39;6
4927768;54;1;0;0;21;5
4927769;54;1;1;1;20;6
4927769;54;0;0;0;17;5
4927769;54;1;1;0;56;3
4927770;54;1;0;0;50;5
4927770;54;0;0;0;28;5
4927771;54;1;1;0;23;5
4927771;54;0;1;0;19;5
4927771;54;1;1;0;55;5
4927772;54;1;0;0;59;5
4927773;54;1;1;0;24;6
4927773;54;0;1;0;22;5
4927773;54;1;1;0;58;4
4927773;54;1;0;0;58;3
4927774;54;0;0;1;21;6
4927774;54;1;1;0;36;5
4927775;54;1;0;0;31;5
4927775;54;1;0;1;14;4
4927775;54;1;1;0;4;1
4927775;54;0;0;0;37;5
4927776;54;1;1;1;17;4
4927776;54;0;0;0;65;3
4927776;54;1;1;0;50;3
4927776;54;0;0;0;22;5
4927776;54;1;1;;2;
4927776;54;0;1;0;48;5
4927776;54;0;0;0;51;1
4927776;54;0;1;1;16;3
4927777;54;1;0;0;67;3
4927777;54;1;1;0;18;5
4927779;54;0;0;0;32;5
4927779;54;1;1;0;48;5
4927780;54;1;0;0;50;5
4927780;54;1;1;0;33;5
4927780;54;0;0;1;26;6
4927781;54;1;1;1;21;6
4927781;54;0;1;0;47;3
4927781;54;0;0;0;47;3
4927781;54;0;0;1;16;5
4927781;54;0;1;0;28;5
4927781;54;0;0;0;23;5
4927782;54;1;1;0;4;1
4927782;54;0;0;0;19;5
4927782;54;0;1;1;17;5
4927782;54;0;1;0;24;6
4927783;54;0;1;0;20;6
4927783;54;1;1;0;33;6
4927783;54;0;0;0;29;5
4927783;54;0;1;1;11;3
4927784;54;1;0;0;10;3
4927784;54;0;1;0;3;1
4927784;54;0;1;;1;
4927784;54;1;1;0;45;6
4927784;54;0;0;0;31;5
4927785;54;1;0;0;9;3
4927785;54;0;1;0;4;1
4927786;54;1;1;0;20;5
4927786;54;0;1;0;32;6
4927786;54;0;0;0;32;5
4927786;54;0;1;0;33;5
4927786;54;0;1;0;50;4
4927786;54;0;0;0;45;5
4927787;54;1;1;0;24;5
4927787;54;0;0;0;38;6
4927788;54;0;1;0;4;1
4927788;54;0;1;0;43;6
4927788;54;0;0;0;67;6
4927788;54;0;0;0;38;5
4927788;54;0;1;0;44;5
4927789;54;0;0;1;15;4
4927789;54;0;1;0;67;5
4927789;54;0;0;0;66;4
4927789;54;0;0;1;5;2
4927789;54;0;0;0;43;5
4927789;54;0;0;0;21;5
4927790;54;0;0;1;12;4
4927790;54;1;1;0;26;5
4927791;54;1;1;0;23;5
4927791;54;1;1;0;27;5
4927791;54;1;0;0;29;5
4927791;54;0;1;0;25;5
4927791;54;1;1;0;52;5
4927792;54;0;0;1;13;4
4927792;54;0;1;0;37;5
4927792;54;0;0;0;35;5
4927792;54;0;0;1;16;5
4927793;54;1;1;1;11;4
4927793;54;1;1;0;93;3
4927795;54;0;0;0;70;3
4927795;54;0;1;0;28;5
4927796;54;1;0;0;26;5
4927796;54;0;0;0;3;1
4927796;54;0;0;;1;
4927797;54;1;1;0;48;5
4927797;54;1;0;0;47;5
4927797;54;1;0;0;21;5
4927798;54;1;0;1;4;2
4927798;54;0;0;;2;
4927798;54;1;1;1;15;4
4927798;54;1;0;0;43;6
4927800;54;1;1;1;22;6
4927800;54;0;1;0;38;5
4927800;54;0;0;0;40;6
4927800;54;0;0;1;14;4
4927801;54;0;0;1;6;3
4927801;54;0;1;0;76;4
4927801;54;1;1;0;29;4
4927802;54;1;1;0;30;3
4927802;54;1;0;0;32;5
4927802;54;0;1;1;7;3
4927802;54;0;1;0;45;4
4927803;54;0;0;0;46;5
4927803;54;0;0;0;28;6
4927803;54;1;1;0;18;5
4927803;54;1;0;0;34;6
4927803;54;1;0;1;15;4
4927803;54;0;0;0;76;3
4927804;54;1;0;0;59;4
4927805;54;1;0;0;44;3
4927805;54;0;1;0;25;3
4927806;54;1;0;0;60;5
4927806;54;1;0;0;32;5
4927807;54;0;0;1;11;4
4927807;54;0;0;0;34;5
4927807;54;0;1;1;13;4
4927808;54;1;0;0;26;5
4927808;54;1;1;0;22;4
4927808;54;0;0;1;10;3
4927808;54;0;0;0;33;6
4927808;54;0;0;0;89;3
4927808;54;1;1;0;46;5
4927809;54;0;0;0;49;5
4927809;54;0;0;1;25;6
4927809;54;1;1;0;19;5
4927809;54;1;0;1;25;6
4927809;54;0;1;0;32;4
4927810;54;0;0;0;25;3
4927810;54;1;1;1;8;3
4927811;54;1;0;;1;
4927811;54;1;1;0;70;3
4927812;54;1;0;0;65;3
4927812;54;0;1;0;49;5
4927812;54;0;1;0;21;4
4927812;54;0;1;0;83;6
4927812;54;0;1;0;66;3
4927813;54;0;1;0;34;6
4927813;54;0;0;1;14;4
4927813;54;1;1;0;86;3
4927814;54;1;1;0;63;5
4927814;54;1;0;0;62;5
4927814;54;0;1;0;55;6
4927815;54;1;1;0;66;4
4927815;54;0;0;0;56;3
4927815;54;0;0;0;34;5
4927815;54;0;0;1;14;4
4927816;54;0;1;0;62;6
4927816;54;0;1;0;46;6
4927817;54;0;0;0;31;6
4927819;54;1;0;0;44;6
4927819;54;0;0;1;36;6
4927819;54;0;1;0;28;5
4927819;54;0;0;0;23;5
4927820;54;1;1;0;45;6
4927820;54;0;1;0;38;5
4927820;54;0;0;0;25;5
4927820;54;0;1;0;4;1
4927821;54;0;1;0;25;5
4927821;54;0;1;0;32;5
4927821;54;0;0;0;27;5
4927822;54;1;1;1;7;3
4927822;54;0;1;0;51;5
4927822;54;0;0;0;48;5
4927822;54;0;0;0;24;6
4927823;54;1;0;1;17;6
4927823;54;1;1;1;13;4
4927823;54;1;1;0;16;3
4927823;54;0;0;0;28;6
4927824;54;1;0;0;28;6
4927824;54;0;1;0;66;3
4927824;54;0;0;0;63;3
4927825;54;1;0;0;24;6
4927825;54;1;0;1;7;3
4927826;54;0;0;0;83;5
4927826;54;1;1;0;92;3
4927826;54;0;0;0;61;6
4927827;54;1;1;0;43;6
4927827;54;1;0;0;53;6
4927829;54;1;1;0;57;5
4927829;54;1;0;0;58;3
4927829;54;1;1;0;37;4
4927829;54;0;1;0;34;1
4927830;54;0;1;0;32;1
4927830;54;0;0;0;27;4
4927830;54;0;1;0;93;3
4927831;54;0;1;0;66;5
4927831;54;1;1;0;60;4
4927831;54;0;0;0;36;6
4927832;54;0;1;0;54;6
4927832;54;1;1;0;49;4
4927832;54;0;0;0;51;5
4927834;54;1;0;0;30;6
4927834;54;1;1;1;25;6
4927834;54;1;1;0;54;6
4927834;54;0;0;0;37;4
4927834;54;1;1;1;12;3
4927835;54;0;0;0;24;6
4927835;54;1;0;1;28;6
4927835;54;1;1;0;64;5
4927835;54;1;1;0;31;6
4927836;54;0;0;0;29;6
4927837;54;1;1;;2;
4927837;54;1;1;1;40;6
4927837;54;0;1;0;46;5
4927838;54;0;0;0;32;5
4927838;54;0;1;0;57;3
4927838;54;0;0;0;70;3
4927838;54;0;1;0;62;6
4927840;54;1;0;0;64;6
4927840;54;1;1;0;44;5
4927840;54;0;1;0;60;6
4927841;54;0;0;0;59;6
4927841;54;1;0;0;47;6
4927841;54;0;1;1;16;4
4927841;54;0;1;1;14;4
4927842;54;1;0;0;74;6
4927842;54;1;1;0;86;3
4927842;54;1;0;0;66;3
4927843;54;1;1;0;70;3
4927843;54;0;0;0;63;4
4927846;54;1;1;0;39;5
4927846;54;1;0;0;23;6
4927910;66;1;0;0;32;6
4927910;66;0;0;1;3;2
4927910;66;0;1;0;28;6
4927911;66;1;1;0;30;5
4927911;66;0;0;0;26;5
4927911;66;1;0;1;4;2
4927912;66;0;0;0;70;5
4927913;66;1;1;0;53;4
4927913;66;0;0;0;45;5
4927914;66;0;1;0;42;6
4927915;66;1;0;0;35;5
4927915;66;0;0;0;87;3
4927915;66;1;1;0;54;3
4927915;66;0;0;0;42;6
4927916;66;0;0;1;14;4
4927916;66;0;0;1;12;4
4927916;66;1;1;0;68;5
4927916;66;1;0;0;66;5
4927916;66;0;0;0;76;5
4927916;66;0;0;0;49;6
4927917;66;1;1;1;20;6
4927917;66;0;0;0;55;6
4927917;66;0;1;0;28;6
4927918;66;0;1;0;62;5
4927918;66;1;0;0;57;5
4927918;66;1;1;0;78;6
4927919;66;0;0;0;56;6
4927919;66;1;0;0;31;6
4927919;66;1;1;0;73;6
4927920;66;1;0;0;47;6
4927921;66;1;0;0;34;6
4927921;66;0;0;1;15;4
4927921;66;1;0;0;63;6
4927921;66;0;1;0;34;6
4927922;66;0;1;0;62;6
4927922;66;0;0;0;62;6
4927923;66;1;0;1;19;6
4927923;66;0;0;1;16;4
4927923;66;1;0;0;85;3
4927923;66;0;0;0;51;6
4927924;66;0;1;0;63;6
4927925;66;1;0;0;64;5
4927925;66;0;1;0;34;6
4927926;66;1;0;0;34;6
4927926;66;0;1;1;5;2
4927926;66;0;0;1;3;2
4927927;66;1;0;1;4;2
4927928;66;1;1;0;24;4
4927928;66;1;1;0;17;5
4927929;66;1;1;0;48;6
4927930;66;1;0;0;27;6
4927930;66;1;1;0;50;6
4927931;66;1;1;0;66;6
4927931;66;1;0;0;57;6
4927932;66;1;1;0;35;6
4927933;66;0;0;0;29;6
4927934;66;1;0;0;32;6
4927934;66;0;1;0;48;5
4927934;66;1;0;0;48;5
4927935;66;1;1;0;27;6
4927935;66;1;0;0;21;6
4927935;66;1;1;0;24;6
4927936;66;1;1;1;7;3
4927936;66;0;0;0;57;6
4927937;66;1;1;0;56;5
4927937;66;0;0;1;24;6
4927938;66;0;1;;2;
4927938;66;1;0;0;52;6
4927938;66;0;0;0;38;5
4927938;66;1;1;0;40;5
4927939;66;1;0;1;20;6
4927939;66;0;1;1;19;6
4927939;66;0;1;1;17;5
4927942;66;0;0;0;41;6
4927942;66;1;1;0;35;6
4927942;66;0;0;1;11;4
4927942;66;0;1;1;10;3
4927942;66;1;0;1;5;2
4927943;66;1;0;0;34;4
4927943;66;1;1;1;7;3
4927945;66;0;0;1;3;2
4927946;66;0;0;0;52;4
4927946;66;0;0;0;22;6
4927947;66;0;0;0;49;6
4927947;66;0;0;1;21;6
4927947;66;0;1;1;12;4
4927948;66;1;0;0;26;6
4927948;66;1;1;0;29;6
4927948;66;0;1;;1;
4927948;66;0;1;0;45;3
4927950;66;1;0;0;38;5
4927950;66;1;0;1;19;6
4927950;66;0;0;1;17;4
4927951;66;0;0;0;41;3
4927951;66;0;1;0;46;5
4927952;66;0;0;1;19;6
4927952;66;1;1;1;5;2
4927952;66;1;0;0;67;6
4927952;66;1;1;0;65;4
4927953;66;1;1;0;39;5
4927953;66;1;0;0;39;6
4927953;66;1;1;1;16;4
4927954;66;1;0;1;14;4
4927954;66;1;1;1;12;4
4927955;66;0;1;0;65;3
4927955;66;0;0;0;61;3
4927955;66;1;1;0;39;1
4927955;66;1;1;0;38;3
4927956;66;1;1;0;38;5
4927956;66;1;0;0;35;5
4927956;66;0;0;1;16;4
4927957;66;0;1;1;11;4
4927958;66;1;0;1;10;3
4927960;66;1;0;1;7;3
4927960;66;0;1;0;61;4
4927960;66;0;0;0;59;4
4927961;66;0;1;0;31;5
4927961;66;0;0;0;32;6
4927961;66;1;1;;1;
4927962;66;1;1;0;76;4
4927962;66;0;0;0;66;1
4927963;66;1;1;0;59;1
4927964;66;0;0;0;55;3
4927964;66;0;1;0;29;6
4927965;66;1;0;0;47;3
4927965;66;1;1;0;56;4
4927967;66;1;0;1;22;6
4927967;66;0;1;0;59;1
4927968;66;1;1;0;27;5
4927969;66;1;0;0;28;6
4927969;66;1;0;0;68;3
4927970;66;1;1;0;54;5
4927970;66;0;0;0;50;3
4927971;66;1;1;0;29;6
4927971;66;0;0;0;24;6
4927972;66;1;0;0;31;6
4927974;66;1;1;0;31;5
4927974;66;1;0;1;8;3
4927975;66;0;0;0;35;4
4927975;66;1;0;1;18;4
4927976;66;1;1;1;15;4
4927976;66;0;1;1;6;3
4927976;66;0;0;0;65;3
4927977;66;0;0;0;53;5
4927978;66;1;1;0;24;5
4927978;66;1;0;1;11;4
4927978;66;1;1;0;52;3
4927978;66;0;0;0;48;3
4927979;66;1;1;0;33;3
4927979;66;0;1;0;24;6
4927980;66;0;0;0;56;4
4927981;66;1;1;0;56;1
4927981;66;1;1;0;22;5
4927981;66;1;1;0;19;5
4927981;66;0;0;0;26;6
4927981;66;0;0;1;7;3
4927982;66;1;1;0;41;6
4927982;66;0;0;0;39;6
4927983;66;1;1;1;17;6
4927983;66;0;1;1;14;4
4927984;66;1;1;1;23;6
4927984;66;1;1;1;44;6
4927985;66;1;0;0;41;6
4927985;66;1;0;1;18;6
4927986;66;1;1;1;10;3
4927986;66;0;0;1;3;2
4927986;66;0;0;0;43;6
4927986;66;0;1;0;43;6
4927987;66;0;0;0;25;6
4927987;66;1;1;1;15;4
4927987;66;0;1;1;9;3
4927987;66;0;0;0;70;4
4927987;66;0;1;0;34;6
4927988;66;1;0;0;34;6
4927988;66;1;1;1;9;3
4927988;66;0;0;0;58;5
4927989;66;0;0;0;31;6
4927989;66;1;1;1;9;3
4927989;66;0;0;1;6;3
4927989;66;0;0;0;82;3
4927990;66;1;1;0;18;5
4927990;66;0;1;1;13;4
4927990;66;0;0;0;67;6
4927991;66;1;1;1;36;6
4927991;66;0;0;0;33;6
4927992;66;1;0;1;10;2
4927992;66;0;0;0;3;1
4927994;66;0;1;0;30;5
4927995;66;0;0;0;30;6
4927995;66;0;0;1;10;4
4927997;66;0;1;1;4;2
4927997;66;0;0;;0;
4927997;66;0;1;0;57;6
4927998;66;0;1;0;72;5
4927998;66;1;0;0;67;3
4927998;66;0;0;0;58;6
4927999;66;1;1;1;24;6
4927999;66;0;0;0;34;6
4928000;66;1;1;0;59;6
4928000;66;0;0;0;56;6
4928000;66;0;1;1;22;6
4928000;66;0;0;0;77;4
4928001;66;1;0;0;80;5
4928001;66;1;0;0;69;6
4928002;66;0;1;0;86;4
4928002;66;1;0;0;43;6
4928002;66;0;1;0;42;5
4928003;66;1;0;1;20;6
4928003;66;0;1;0;49;4
4928006;66;1;0;0;45;5
4928007;66;1;0;0;24;6
4928007;66;1;0;0;21;5
4928008;66;0;0;0;19;5
4928008;66;1;0;0;18;5
4928008;66;1;1;0;23;6
4928009;66;0;0;0;23;6
4928009;66;1;1;1;5;2
4928010;66;0;1;;2;
4928010;66;1;0;0;21;6
4928010;66;0;1;0;25;6
4928010;66;0;1;0;18;5
4928010;66;1;0;0;37;6
4928011;66;1;1;0;12;4
4928011;66;1;1;0;37;5
4928011;66;0;0;0;32;5
4928011;66;1;1;1;11;3
4928011;66;0;1;1;9;3
4928012;66;1;1;0;66;3
4928012;66;1;1;0;69;3
4928013;66;1;0;0;42;5
4928013;66;0;1;0;48;5
4928013;66;0;1;1;18;5
4928013;66;0;1;0;73;3
4928014;66;0;0;0;33;6
4928014;66;1;1;;1;
4928014;66;1;0;0;66;3
4928014;66;0;1;0;87;4
4928015;66;1;0;0;58;1
4928015;66;0;0;0;53;3
4928016;66;1;0;0;79;4
4928016;66;0;1;0;38;6
4928016;66;0;0;0;69;5
4928016;66;0;0;0;86;3
4928016;66;0;0;0;56;4
4928016;66;0;1;0;30;4
4928017;66;1;0;0;24;4
4928017;66;0;0;1;6;3
4928018;66;1;1;1;5;2
4928018;66;1;1;;2;
4928019;66;1;1;0;65;3
4928019;66;1;0;0;52;4
4928019;66;1;1;0;76;6
4928019;66;0;0;0;66;4
4928020;66;0;1;0;42;6
4928020;66;1;0;0;38;6
4928021;66;0;1;1;10;3
4928021;66;0;0;1;6;3
4928021;66;0;1;0;40;6
4928021;66;0;1;0;65;3
4928022;66;1;1;0;56;3
4928023;66;0;1;0;45;5
4928024;66;1;0;0;62;3
4928024;66;0;0;0;42;3
4928025;66;0;1;0;69;3
4928025;66;1;0;0;78;3
4928025;66;1;0;0;65;3
4928026;66;0;1;0;44;6
4928026;66;0;1;0;46;3
4928026;66;0;0;0;55;5
4928026;66;1;0;0;54;3
4928026;66;0;1;1;24;6
4928027;66;1;1;0;51;5
4928028;66;1;1;0;28;5
4928028;66;1;0;0;25;5
4928028;66;0;1;0;69;1
4928028;66;0;0;0;62;3
4928030;66;1;1;0;72;3
4928030;66;1;0;0;67;4
4928030;66;0;0;0;35;6
4928031;66;1;1;1;5;2
4928031;66;1;1;0;68;3
4928031;66;1;0;0;66;3
4928032;66;1;0;0;40;5
4928033;66;1;0;1;17;4
4928033;66;1;1;0;43;5
4928034;66;1;0;0;28;5
4928034;66;1;1;1;6;3
4928034;66;0;0;0;57;4
4928034;66;0;1;0;50;5
4928036;66;0;0;0;65;3
4928036;66;0;0;0;58;3
4928036;66;1;1;0;50;4
4928036;66;0;0;0;47;4
4928037;66;1;1;0;23;6
4928037;66;0;0;1;17;5
4928038;66;0;1;0;80;3
4928039;66;0;0;0;78;3
4928039;66;0;1;0;49;6
4928039;66;0;0;0;38;3
4928040;66;1;0;1;18;6
4928040;66;0;0;1;15;4
4928041;66;1;0;0;53;3
4928042;66;0;0;0;26;6
4928042;66;0;0;0;18;5
4928043;66;1;0;0;32;5
4928043;66;0;1;0;26;5
4928043;66;1;1;1;7;3
4928043;66;1;1;1;4;2
4928043;66;0;0;0;58;3
4928044;66;1;1;0;36;5
4928044;66;0;0;0;51;5
4928045;66;1;1;1;13;4
4928045;66;0;0;0;43;5
4928045;66;0;0;0;17;3
4928045;66;1;0;0;61;3
4928046;66;0;1;0;41;5
4928046;66;0;1;0;32;5
4928047;66;0;1;0;70;4
4928047;66;1;0;0;66;6
4928047;66;1;1;0;79;3
4928047;66;0;0;0;76;3
4928047;66;0;0;0;49;3
4928047;66;0;1;0;21;5
4928047;66;1;1;0;23;5
4928047;66;0;1;0;43;5
4928047;66;0;0;0;43;5
4928048;66;1;1;1;6;3
4928048;66;0;0;0;36;3
4928049;66;1;0;0;20;5
4928049;66;0;0;1;18;5
4928049;66;1;0;1;10;3
4928049;66;0;0;0;88;3
4928050;66;1;1;0;41;5
4928052;66;0;0;0;39;5
4928052;66;0;0;1;6;3
4928053;66;1;1;0;46;4
4928053;66;1;1;0;36;5
4928053;66;1;0;0;64;3
4928054;66;1;1;1;36;6
4928055;66;0;1;0;41;3
4928055;66;1;0;0;29;5
4928055;66;0;0;1;7;3
4928055;66;0;0;1;20;6
4928055;66;0;0;0;83;3
4928056;66;1;1;0;52;5
4928057;66;1;1;0;36;5
4928057;66;1;0;0;36;5
4928058;66;1;0;0;19;5
4928058;66;0;1;1;11;4
4928058;66;1;1;0;71;4
4928061;66;1;0;0;65;5
4928061;66;1;1;0;23;5
4928061;66;0;0;0;22;5
4928063;66;1;0;;1;
4928063;66;1;0;0;52;3
4928063;66;1;0;0;66;5
4928063;66;1;1;0;24;6
4928063;66;1;0;0;81;5
4928063;66;0;1;0;51;6
4928063;66;1;0;0;68;3
4928064;66;1;1;0;75;5
4928064;66;1;1;0;68;6
4928068;68;1;0;0;65;6
4928068;68;0;1;0;56;5
4928068;68;1;0;0;72;6
4928068;68;0;0;0;53;6
4928068;68;0;1;0;48;6
4928068;68;1;1;0;23;6
4928069;68;1;0;0;50;6
4928069;68;0;1;0;39;5
4928069;68;1;0;1;10;3
4928070;68;1;1;1;10;3
4928070;68;0;1;0;63;3
4928070;68;0;0;0;61;3
4928071;68;1;1;1;15;4
4928071;68;0;0;0;41;3
4928071;68;0;0;0;19;5
4928071;68;1;1;1;15;4
4928072;68;0;1;0;45;5
4928072;68;1;0;1;39;6
4928073;68;0;1;1;16;5
4928073;68;1;0;1;13;4
4928073;68;1;1;0;33;6
4928073;68;1;0;1;15;4
4928074;68;0;1;0;31;5
